Date,Pair,Interval,Indicator
2020-05-11 07:45:28+00:00,LENDBTC,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-11 06:00:27+00:00,BATBTC,1h,BB Squeeze
2020-05-11 04:00:35+00:00,ONGBTC,4h,0.618 Fibonacci retracement
2020-05-11 02:00:27+00:00,ONGBTC,1h,0.618 Fibonacci retracement
2020-05-11 00:45:18+00:00,ADABTC,15m,Near Horizontal Resistance
2020-05-10 22:00:31+00:00,FTTBTC,1h,Near Horizontal Support
2020-05-10 21:00:27+00:00,DLTBTC,1h,0.618 Fibonacci retracement
2020-05-10 20:15:22+00:00,FTTBTC,15m,Near Horizontal Support
2020-05-10 18:00:30+00:00,EOSBTC,1h,Near Horizontal Support
2020-05-10 17:45:24+00:00,NEOBTC,15m,RSI Extremely Oversold
2020-05-10 17:30:24+00:00,ETCBTC,15m,Near Horizontal Support
2020-05-10 17:00:57+00:00,XTZBTC,15m,RSI Extremely Oversold
2020-05-10 17:00:48+00:00,BTCUSDT,1h,RSI Bullish Divergence
2020-05-10 17:00:48+00:00,BCPTBTC,1h,0.618 Fibonacci retracement
2020-05-10 16:45:29+00:00,BTCUSDT,15m,Abnormal Volatility alert
2020-05-10 16:45:29+00:00,EOSBTC,15m,Near Horizontal Support
2020-05-10 16:30:29+00:00,RVNBTC,15m,Near Horizontal Support
2020-05-10 16:00:41+00:00,POWRBTC,4h,BB Squeeze
2020-05-10 15:00:38+00:00,RLCBTC,1h,0.618 Fibonacci retracement
2020-05-10 13:15:25+00:00,TOMOBTC,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-10 13:00:27+00:00,TOMOBTC,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-10 12:45:23+00:00,TOMOBTC,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-10 05:45:25+00:00,BANDBTC,15m,Bizarre Activity alert
2020-05-10 05:30:24+00:00,RVNBTC,15m,Near Horizontal Support
2020-05-10 05:00:29+00:00,RVNBTC,1h,Near Horizontal Support
2020-05-10 03:30:24+00:00,THETABTC,15m,Near Horizontal Support
2020-05-10 01:00:54+00:00,BTCUSDT,1h,RSI Extremely Oversold
2020-05-10 00:30:41+00:00,BTCUSDT,15m,Abnormal Volatility alert
2020-05-10 00:30:41+00:00,ETCBTC,15m,RSI Extremely Oversold
2020-05-10 00:30:41+00:00,ETHBTC,15m,RSI Extremely Overbought
2020-05-10 00:15:53+00:00,BTCUSDT,15m,RSI Extremely Oversold
2020-05-09 23:15:25+00:00,RLCBTC,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-09 10:00:30+00:00,CHZBTC,1h,BB Squeeze
2020-05-09 07:00:40+00:00,BTCUSDT,15m,Abnormal Volatility alert
2020-05-09 07:00:40+00:00,ETHBTC,15m,RSI Extremely Overbought
2020-05-09 06:45:24+00:00,EOSBTC,15m,RSI Extremely Overbought
2020-05-09 06:30:26+00:00,LTCBTC,15m,RSI Extremely Overbought
2020-05-09 06:15:24+00:00,XRPBTC,15m,RSI Extremely Overbought
2020-05-09 05:45:24+00:00,BCHBTC,15m,RSI Bearish Divergence
2020-05-09 05:15:24+00:00,GRSBTC,15m,Bizarre Activity alert
2020-05-09 02:00:34+00:00,MCOBTC,1h,BB Squeeze
2020-05-09 01:45:31+00:00,BCHBTC,15m,RSI Extremely Overbought
2020-05-09 00:00:22+00:00,BRDBTC,1D,Bullish Engulfing + RSI was Oversold
2020-05-08 16:00:51+00:00,ONTBTC,4h,Bullish Engulfing + RSI was Oversold
2020-05-08 16:00:51+00:00,QTUMBTC,4h,Bullish Engulfing + RSI was Oversold
2020-05-08 16:00:37+00:00,KMDBTC,1h,0.618 Fibonacci retracement
2020-05-08 15:30:24+00:00,ETHBTC,15m,Near Horizontal Support
2020-05-08 15:30:24+00:00,ZECBTC,15m,Near Horizontal Support
2020-05-08 15:15:21+00:00,BTCUSDT,15m,Near Horizontal Resistance
2020-05-08 15:00:28+00:00,POWRBTC,15m,Near Horizontal Support
2020-05-08 00:01:07+00:00,RVNBTC,4h,Near Horizontal Support
2020-05-08 00:01:07+00:00,XTZBTC,4h,RSI Extremely Oversold
2020-05-08 00:01:07+00:00,KNCBTC,4h,RSI Extremely Oversold
2020-05-08 00:01:07+00:00,ATOMBTC,4h,RSI Extremely Oversold
2020-05-08 00:01:07+00:00,AIONBTC,4h,Near Horizontal Support
2020-05-08 00:01:07+00:00,KNCBTC,4h,Near Horizontal Support
2020-05-08 00:00:56+00:00,XLMBTC,1h,RSI Bullish Divergence
2020-05-08 00:00:30+00:00,OGNBTC,1D,RSI Extremely Oversold
2020-05-08 00:00:30+00:00,EOSBTC,1D,RSI Extremely Oversold
2020-05-08 00:00:30+00:00,WAVESBTC,1D,RSI Extremely Oversold
2020-05-08 00:00:30+00:00,BCHBTC,1D,RSI Extremely Oversold
2020-05-08 00:00:30+00:00,BTCUSDT,1D,RSI Extremely Overbought
2020-05-07 23:45:31+00:00,NEOBTC,15m,Near Horizontal Support
2020-05-07 23:45:31+00:00,BTCUSDT,15m,RSI Bearish Divergence
2020-05-07 23:30:30+00:00,BTCUSDT,15m,RSI Bearish Divergence
2020-05-07 20:00:59+00:00,MANABTC,4h,Near Horizontal Support
2020-05-07 20:00:59+00:00,AIONBTC,4h,Hammer + RSI was Oversold
2020-05-07 20:00:59+00:00,BNBBTC,4h,Hammer + RSI was Oversold
2020-05-07 20:00:59+00:00,KAVABTC,4h,Hammer + RSI was Oversold
2020-05-07 20:00:59+00:00,ONTBTC,4h,RSI Extremely Oversold
2020-05-07 20:00:59+00:00,COTIBTC,4h,RSI Extremely Oversold
2020-05-07 20:00:59+00:00,WAVESBTC,4h,RSI Extremely Oversold
2020-05-07 20:00:59+00:00,RCNBTC,4h,0.618 Fibonacci retracement
2020-05-07 20:00:43+00:00,ONTBTC,2h,Inverted Hammer + RSI was Oversold
2020-05-07 20:00:43+00:00,ETCBTC,2h,Inverted Hammer + RSI was Oversold
2020-05-07 19:45:28+00:00,BTCUSDT,15m,RSI Bearish Divergence
2020-05-07 19:00:29+00:00,OGNBTC,1h,Bullish Engulfing + RSI was Oversold
2020-05-07 19:00:29+00:00,MANABTC,1h,Bullish Engulfing + RSI was Oversold
2020-05-07 18:00:56+00:00,RVNBTC,1h,Near Horizontal Support
2020-05-07 18:00:56+00:00,ONTBTC,1h,Hammer + RSI was Oversold
2020-05-07 18:00:56+00:00,ETCBTC,1h,Hammer + RSI was Oversold
2020-05-07 18:00:56+00:00,LTCBTC,1h,Hammer + RSI was Oversold
2020-05-07 18:00:56+00:00,LINKBTC,1h,RSI Extremely Oversold
2020-05-07 18:00:56+00:00,KNCBTC,1h,RSI Extremely Oversold
2020-05-07 18:00:56+00:00,STEEMBTC,1h,RSI Extremely Oversold
2020-05-07 18:00:56+00:00,BTCUSDT,1h,RSI Extremely Overbought
2020-05-07 18:00:56+00:00,GXSBTC,1h,Near Horizontal Support
2020-05-07 18:00:56+00:00,MANABTC,1h,Near Horizontal Support
2020-05-07 18:00:56+00:00,SNTBTC,1h,0.618 Fibonacci retracement
2020-05-07 18:00:51+00:00,MATICBTC,2h,Near Horizontal Support
2020-05-07 18:00:51+00:00,RVNBTC,2h,Near Horizontal Support
2020-05-07 18:00:51+00:00,AIONBTC,2h,Near Horizontal Support
2020-05-07 18:00:51+00:00,KNCBTC,2h,Near Horizontal Support
2020-05-07 18:00:51+00:00,MANABTC,2h,Near Horizontal Support
2020-05-07 17:45:39+00:00,COTIBTC,15m,RSI Bullish Divergence
2020-05-07 17:45:39+00:00,DATABTC,15m,RSI Bullish Divergence
2020-05-07 17:45:39+00:00,RVNBTC,15m,RSI Extremely Oversold
2020-05-07 17:45:39+00:00,STEEMBTC,15m,RSI Extremely Oversold
2020-05-07 17:45:39+00:00,XEMBTC,15m,RSI Extremely Oversold
2020-05-07 17:45:39+00:00,POWRBTC,15m,RSI Extremely Oversold
2020-05-07 17:45:39+00:00,IOTABTC,15m,RSI Extremely Oversold
2020-05-07 17:45:39+00:00,BANDBTC,15m,RSI Extremely Oversold
2020-05-07 17:30:44+00:00,DATABTC,15m,RSI Bullish Divergence
2020-05-07 17:30:44+00:00,ONTBTC,15m,RSI Extremely Oversold
2020-05-07 17:30:44+00:00,BTCUSDT,15m,RSI Extremely Overbought
2020-05-07 17:30:44+00:00,TOMOBTC,15m,Near Horizontal Support
2020-05-07 17:30:44+00:00,GXSBTC,15m,Near Horizontal Support
2020-05-07 17:15:37+00:00,OGNBTC,15m,RSI Bullish Divergence
2020-05-07 17:15:37+00:00,FETBTC,15m,RSI Bullish Divergence
2020-05-07 17:15:37+00:00,COTIBTC,15m,RSI Bullish Divergence
2020-05-07 17:15:37+00:00,LINKBTC,15m,RSI Extremely Oversold
2020-05-07 17:15:37+00:00,ZECBTC,15m,RSI Extremely Oversold
2020-05-07 17:15:37+00:00,AIONBTC,15m,RSI Extremely Oversold
2020-05-07 17:15:37+00:00,BNBBTC,15m,RSI Extremely Oversold
2020-05-07 17:15:37+00:00,ATOMBTC,15m,RSI Extremely Oversold
2020-05-07 17:15:37+00:00,ALGOBTC,15m,RSI Extremely Oversold
2020-05-07 17:00:50+00:00,DATABTC,15m,RSI Bullish Divergence
2020-05-07 17:00:50+00:00,ETHBTC,15m,RSI Extremely Oversold
2020-05-07 17:00:50+00:00,DASHBTC,15m,RSI Extremely Oversold
2020-05-07 17:00:50+00:00,XTZBTC,15m,RSI Extremely Oversold
2020-05-07 17:00:50+00:00,TRXBTC,15m,RSI Extremely Oversold
2020-05-07 17:00:50+00:00,ETCBTC,15m,RSI Extremely Oversold
2020-05-07 17:00:50+00:00,XLMBTC,15m,RSI Extremely Oversold
2020-05-07 17:00:37+00:00,ETHBTC,1h,RSI Bullish Divergence
2020-05-07 17:00:37+00:00,LTCBTC,1h,RSI Bullish Divergence
2020-05-07 17:00:37+00:00,IOTABTC,1h,RSI Bullish Divergence
2020-05-07 17:00:37+00:00,BATBTC,1h,RSI Extremely Oversold
2020-05-07 17:00:37+00:00,XTZBTC,1h,RSI Extremely Oversold
2020-05-07 17:00:37+00:00,ADABTC,1h,RSI Extremely Oversold
2020-05-07 17:00:37+00:00,ATOMBTC,1h,RSI Extremely Oversold
2020-05-07 17:00:37+00:00,BCHBTC,1h,RSI Extremely Oversold
2020-05-07 17:00:37+00:00,QTUMBTC,1h,RSI Extremely Oversold
2020-05-07 17:00:37+00:00,MATICBTC,1h,Near Horizontal Support
2020-05-07 16:45:31+00:00,ALGOBTC,15m,RSI Bullish Divergence
2020-05-07 16:45:31+00:00,BATBTC,15m,RSI Extremely Oversold
2020-05-07 16:30:34+00:00,ADABTC,15m,RSI Extremely Oversold
2020-05-07 16:30:34+00:00,LTCBTC,15m,RSI Extremely Oversold
2020-05-07 16:30:34+00:00,KNCBTC,15m,RSI Extremely Oversold
2020-05-07 16:30:34+00:00,QTUMBTC,15m,RSI Extremely Oversold
2020-05-07 16:15:37+00:00,OGNBTC,15m,RSI Bullish Divergence
2020-05-07 16:15:37+00:00,BCHBTC,15m,RSI Extremely Oversold
2020-05-07 16:15:37+00:00,POLYBTC,15m,Near Horizontal Support
2020-05-07 16:01:00+00:00,WRXBTC,4h,RSI Bullish Divergence
2020-05-07 16:01:00+00:00,XRPBTC,4h,RSI Extremely Oversold
2020-05-07 16:01:00+00:00,LTCBTC,4h,RSI Extremely Oversold
2020-05-07 16:01:00+00:00,ETCBTC,4h,Near Horizontal Support
2020-05-07 16:01:00+00:00,CHZBTC,4h,0.618 Fibonacci retracement
2020-05-07 16:00:54+00:00,EOSBTC,1h,RSI Bullish Divergence
2020-05-07 16:00:54+00:00,ZECBTC,1h,RSI Bullish Divergence
2020-05-07 16:00:54+00:00,TRXBTC,1h,RSI Bullish Divergence
2020-05-07 16:00:54+00:00,LTCBTC,1h,RSI Bullish Divergence
2020-05-07 16:00:54+00:00,KNCBTC,1h,RSI Bullish Divergence
2020-05-07 16:00:54+00:00,IOTABTC,1h,RSI Bullish Divergence
2020-05-07 16:00:54+00:00,ETCBTC,1h,Near Horizontal Support
2020-05-07 16:00:48+00:00,XTZBTC,2h,Near Horizontal Support
2020-05-07 16:00:31+00:00,THETABTC,15m,Near Horizontal Support
2020-05-07 15:45:32+00:00,XRPBTC,15m,RSI Extremely Oversold
2020-05-07 15:30:33+00:00,EOSBTC,15m,RSI Extremely Oversold
2020-05-07 15:00:44+00:00,KAVABTC,1h,RSI Extremely Oversold
2020-05-07 15:00:44+00:00,RCNBTC,1h,0.618 Fibonacci retracement
2020-05-07 14:15:31+00:00,WRXBTC,15m,Near Horizontal Support
2020-05-07 14:00:50+00:00,ETCBTC,2h,Near Horizontal Support
2020-05-07 14:00:49+00:00,BATBTC,1h,RSI Bullish Divergence
2020-05-07 14:00:49+00:00,EOSBTC,1h,RSI Bullish Divergence
2020-05-07 14:00:49+00:00,ONTBTC,1h,RSI Bullish Divergence
2020-05-07 14:00:49+00:00,XTZBTC,1h,RSI Bullish Divergence
2020-05-07 14:00:49+00:00,ZECBTC,1h,RSI Bullish Divergence
2020-05-07 14:00:49+00:00,XRPBTC,1h,RSI Bullish Divergence
2020-05-07 14:00:49+00:00,LTCBTC,1h,RSI Bullish Divergence
2020-05-07 14:00:49+00:00,BNBBTC,1h,RSI Bullish Divergence
2020-05-07 14:00:49+00:00,KNCBTC,1h,RSI Bullish Divergence
2020-05-07 14:00:49+00:00,IOTABTC,1h,RSI Bullish Divergence
2020-05-07 14:00:49+00:00,QTUMBTC,1h,RSI Bullish Divergence
2020-05-07 14:00:49+00:00,BTCUSDT,1h,RSI Bearish Divergence
2020-05-07 14:00:49+00:00,DASHBTC,1h,RSI Extremely Oversold
2020-05-07 14:00:49+00:00,WAVESBTC,1h,RSI Extremely Oversold
2020-05-07 14:00:49+00:00,ENJBTC,1h,Near Horizontal Support
2020-05-07 14:00:49+00:00,CHZBTC,1h,0.618 Fibonacci retracement
2020-05-07 13:45:37+00:00,OGNBTC,15m,RSI Extremely Oversold
2020-05-07 13:45:37+00:00,COTIBTC,15m,RSI Extremely Oversold
2020-05-07 13:45:37+00:00,KAVABTC,15m,RSI Extremely Oversold
2020-05-07 13:30:31+00:00,BTCUSDT,15m,Abnormal Volatility alert
2020-05-07 13:30:31+00:00,LTOBTC,15m,RSI Bullish Divergence
2020-05-07 13:30:31+00:00,DATABTC,15m,RSI Extremely Oversold
2020-05-07 13:30:31+00:00,ETHBTC,15m,Near Horizontal Support
2020-05-07 13:30:31+00:00,DATABTC,15m,Near Horizontal Support
2020-05-07 13:15:27+00:00,TRXBTC,15m,Near Horizontal Support
2020-05-07 13:00:46+00:00,LTOBTC,15m,RSI Bullish Divergence
2020-05-07 13:00:46+00:00,BTCUSDT,15m,Near Horizontal Resistance
2020-05-07 13:00:32+00:00,LINKBTC,1h,RSI Bullish Divergence
2020-05-07 13:00:32+00:00,ICXBTC,1h,Inverted Hammer + RSI was Oversold
2020-05-07 13:00:32+00:00,QTUMBTC,1h,Inverted Hammer + RSI was Oversold
2020-05-07 13:00:32+00:00,ALGOBTC,1h,RSI Bullish Divergence
2020-05-07 12:00:57+00:00,ADABTC,4h,0.618 Fibonacci retracement
2020-05-07 12:00:43+00:00,LTOBTC,15m,RSI Bullish Divergence
2020-05-07 11:45:29+00:00,OGNBTC,15m,RSI Bullish Divergence
2020-05-07 11:45:29+00:00,LTCBTC,15m,Near Horizontal Support
2020-05-07 11:45:29+00:00,LENDBTC,15m,Hidden Bullish RSI Divergence (Beta)
2020-05-07 11:30:27+00:00,OGNBTC,15m,RSI Bullish Divergence
2020-05-07 11:30:27+00:00,BATBTC,15m,Near Horizontal Support
2020-05-07 11:15:38+00:00,ICXBTC,15m,Near Horizontal Support
2020-05-07 11:00:47+00:00,RVNBTC,1h,0.618 Fibonacci retracement
2020-05-07 11:00:33+00:00,OGNBTC,15m,RSI Bullish Divergence
2020-05-07 11:00:33+00:00,IOTABTC,15m,Near Horizontal Support
2020-05-07 10:00:36+00:00,ATOMBTC,1h,RSI Bullish Divergence
2020-05-07 09:30:24+00:00,MATICBTC,15m,Near Horizontal Support
2020-05-07 09:15:28+00:00,LTOBTC,15m,RSI Extremely Oversold
2020-05-07 09:00:33+00:00,XTZBTC,1h,Bullish Engulfing + RSI was Oversold
2020-05-07 09:00:33+00:00,LTOBTC,1h,RSI Extremely Oversold
2020-05-07 08:00:45+00:00,DASHBTC,4h,RSI Extremely Oversold
2020-05-07 07:00:40+00:00,OGNBTC,1h,RSI Bullish Divergence
2020-05-07 07:00:40+00:00,LTOBTC,1h,Hammer + RSI was Oversold
2020-05-07 07:00:40+00:00,LINKBTC,1h,RSI Bullish Divergence
2020-05-07 07:00:40+00:00,ATOMBTC,1h,RSI Bullish Divergence
2020-05-07 06:00:33+00:00,OGNBTC,1h,RSI Bullish Divergence
2020-05-07 06:00:33+00:00,BNBBTC,1h,Bullish Engulfing + RSI was Oversold
2020-05-07 05:15:24+00:00,BANDBTC,15m,Near Horizontal Support
2020-05-07 05:00:35+00:00,OGNBTC,1h,RSI Bullish Divergence
2020-05-07 04:15:25+00:00,OGNBTC,15m,Near Horizontal Support
2020-05-07 04:00:56+00:00,ETHBTC,4h,Bullish Engulfing + RSI was Oversold
2020-05-07 04:00:56+00:00,XMRBTC,4h,Inverted Hammer + RSI was Oversold
2020-05-07 04:00:56+00:00,KAVABTC,4h,RSI Extremely Oversold
2020-05-07 04:00:45+00:00,ATOMBTC,1h,Bullish Engulfing + RSI was Oversold
2020-05-07 03:30:26+00:00,KAVABTC,15m,RSI Extremely Oversold
2020-05-07 03:00:35+00:00,KAVABTC,1h,RSI Bullish Divergence
2020-05-07 03:00:35+00:00,BCHBTC,1h,Bullish Engulfing + RSI was Oversold
2020-05-07 02:45:24+00:00,KNCBTC,15m,RSI Bullish Divergence
2020-05-07 02:15:25+00:00,ZECBTC,15m,RSI Bullish Divergence
2020-05-07 02:00:45+00:00,KAVABTC,1h,RSI Bullish Divergence
2020-05-07 02:00:40+00:00,QTUMBTC,2h,Inverted Hammer + RSI was Oversold
2020-05-07 01:15:27+00:00,TNTBTC,15m,Bizarre Activity alert
2020-05-07 01:00:34+00:00,ETHBTC,1h,Bullish Engulfing + RSI was Oversold
2020-05-07 00:15:39+00:00,NASBTC,15m,Inverted Hammer + RSI was Oversold
2020-05-07 00:15:39+00:00,XMRBTC,15m,Inverted Hammer + RSI was Oversold
2020-05-07 00:01:30+00:00,KAVABTC,1h,RSI Bullish Divergence
2020-05-07 00:01:30+00:00,WRXBTC,1h,Bullish Engulfing + RSI was Oversold
2020-05-07 00:01:30+00:00,ALGOBTC,1h,Hammer + RSI was Oversold
2020-05-07 00:01:30+00:00,ETHBTC,1h,RSI Extremely Oversold
2020-05-07 00:01:30+00:00,EOSBTC,1h,RSI Extremely Oversold
2020-05-07 00:01:30+00:00,ONTBTC,1h,RSI Extremely Oversold
2020-05-07 00:01:30+00:00,ZECBTC,1h,RSI Extremely Oversold
2020-05-07 00:01:30+00:00,ETCBTC,1h,RSI Extremely Oversold
2020-05-07 00:01:30+00:00,BNBBTC,1h,RSI Extremely Oversold
2020-05-07 00:01:07+00:00,BTCUSDT,15m,Abnormal Volatility alert
2020-05-07 00:01:07+00:00,NASBTC,15m,RSI Bullish Divergence
2020-05-07 00:01:07+00:00,XRPBTC,15m,RSI Bullish Divergence
2020-05-07 00:01:07+00:00,XMRBTC,15m,RSI Bullish Divergence
2020-05-07 00:01:07+00:00,EOSBTC,15m,RSI Extremely Oversold
2020-05-07 00:01:04+00:00,COTIBTC,4h,Near Horizontal Support
2020-05-07 00:01:04+00:00,EOSBTC,4h,RSI Extremely Oversold
2020-05-07 00:01:04+00:00,ZECBTC,4h,RSI Extremely Oversold
2020-05-07 00:01:04+00:00,BNBBTC,4h,RSI Extremely Oversold
2020-05-07 00:01:04+00:00,WTCBTC,4h,Near Horizontal Support
2020-05-07 00:01:04+00:00,LTOBTC,4h,Near Horizontal Support
2020-05-07 00:00:29+00:00,XMRBTC,1D,RSI Extremely Oversold
2020-05-06 23:30:30+00:00,XRPBTC,15m,RSI Bullish Divergence
2020-05-06 23:30:30+00:00,ZECBTC,15m,RSI Extremely Oversold
2020-05-06 23:30:30+00:00,ADABTC,15m,Near Horizontal Support
2020-05-06 23:15:37+00:00,XRPBTC,15m,RSI Bullish Divergence
2020-05-06 23:15:37+00:00,BCHBTC,15m,RSI Bullish Divergence
2020-05-06 23:15:37+00:00,XTZBTC,15m,RSI Extremely Oversold
2020-05-06 23:00:50+00:00,KAVABTC,1h,RSI Bullish Divergence
2020-05-06 23:00:50+00:00,IOTABTC,1h,RSI Extremely Oversold
2020-05-06 23:00:50+00:00,AIONBTC,1h,Near Horizontal Support
2020-05-06 23:00:50+00:00,ENJBTC,1h,0.618 Fibonacci retracement
2020-05-06 23:00:38+00:00,ETHBTC,15m,RSI Bullish Divergence
2020-05-06 23:00:38+00:00,ONTBTC,15m,RSI Bullish Divergence
2020-05-06 23:00:38+00:00,XRPBTC,15m,RSI Bullish Divergence
2020-05-06 23:00:38+00:00,LTCBTC,15m,RSI Bullish Divergence
2020-05-06 23:00:38+00:00,BCHBTC,15m,RSI Bullish Divergence
2020-05-06 23:00:38+00:00,DASHBTC,15m,RSI Extremely Oversold
2020-05-06 23:00:38+00:00,LINKBTC,15m,RSI Extremely Oversold
2020-05-06 23:00:38+00:00,BNBBTC,15m,RSI Extremely Oversold
2020-05-06 23:00:38+00:00,IOTABTC,15m,RSI Extremely Oversold
2020-05-06 22:45:30+00:00,ETHBTC,15m,RSI Bullish Divergence
2020-05-06 22:45:30+00:00,LTCBTC,15m,RSI Bullish Divergence
2020-05-06 22:45:30+00:00,BCHBTC,15m,Inverted Hammer + RSI was Oversold
2020-05-06 22:30:29+00:00,ETCBTC,15m,RSI Bullish Divergence
2020-05-06 22:30:29+00:00,ICXBTC,15m,Inverted Hammer + RSI was Oversold
2020-05-06 22:15:35+00:00,ETHBTC,15m,RSI Bullish Divergence
2020-05-06 22:15:35+00:00,BATBTC,15m,RSI Bullish Divergence
2020-05-06 22:15:35+00:00,ETCBTC,15m,RSI Bullish Divergence
2020-05-06 22:15:35+00:00,XRPBTC,15m,RSI Bullish Divergence
2020-05-06 22:15:35+00:00,IOTABTC,15m,RSI Bullish Divergence
2020-05-06 22:15:35+00:00,NASBTC,15m,RSI Extremely Oversold
2020-05-06 22:15:35+00:00,WRXBTC,15m,RSI Extremely Oversold
2020-05-06 22:15:35+00:00,XEMBTC,15m,Near Horizontal Support
2020-05-06 22:15:35+00:00,BTCUSDT,15m,Near Horizontal Resistance
2020-05-06 22:00:42+00:00,BNBBTC,15m,Inverted Hammer + RSI was Oversold
2020-05-06 22:00:33+00:00,AIONBTC,1h,RSI Bullish Divergence
2020-05-06 21:00:35+00:00,ADABTC,1h,Near Horizontal Support
2020-05-06 21:00:35+00:00,LTCBTC,1h,RSI Extremely Oversold
2020-05-06 20:45:26+00:00,AIONBTC,15m,Near Horizontal Support
2020-05-06 20:15:38+00:00,IOTABTC,15m,RSI Bullish Divergence
2020-05-06 20:15:38+00:00,QTUMBTC,15m,RSI Bullish Divergence
2020-05-06 20:15:38+00:00,LTCBTC,15m,RSI Extremely Oversold
2020-05-06 20:01:00+00:00,XRPBTC,1h,RSI Extremely Oversold
2020-05-06 20:00:59+00:00,TRXBTC,4h,Near Horizontal Support
2020-05-06 20:00:59+00:00,KAVABTC,4h,Bullish Engulfing + RSI was Oversold
2020-05-06 20:00:59+00:00,BCHBTC,4h,RSI Extremely Oversold
2020-05-06 20:00:59+00:00,ETCBTC,4h,0.618 Fibonacci retracement
2020-05-06 20:00:42+00:00,XTZBTC,15m,RSI Bullish Divergence
2020-05-06 20:00:42+00:00,ETHBTC,15m,RSI Extremely Oversold
2020-05-06 19:45:28+00:00,ETCBTC,15m,RSI Bullish Divergence
2020-05-06 19:45:28+00:00,IOTABTC,15m,RSI Bullish Divergence
2020-05-06 18:30:28+00:00,ONTBTC,15m,RSI Extremely Oversold
2020-05-06 18:00:42+00:00,KAVABTC,1h,Bullish Engulfing + RSI was Oversold
2020-05-06 18:00:42+00:00,ALGOBTC,1h,Inverted Hammer + RSI was Oversold
2020-05-06 17:00:30+00:00,XTZBTC,15m,RSI Bullish Divergence
2020-05-06 16:45:24+00:00,ALGOBTC,15m,RSI Bullish Divergence
2020-05-06 16:15:35+00:00,POWRBTC,15m,Divergence + Support (Beta)
2020-05-06 16:15:35+00:00,OGNBTC,15m,RSI Bullish Divergence
2020-05-06 16:15:35+00:00,XTZBTC,15m,RSI Bullish Divergence
2020-05-06 16:15:35+00:00,ZECBTC,15m,RSI Bullish Divergence
2020-05-06 16:15:35+00:00,XRPBTC,15m,RSI Bullish Divergence
2020-05-06 16:15:35+00:00,KAVABTC,15m,RSI Bullish Divergence
2020-05-06 16:15:35+00:00,POWRBTC,15m,RSI Bullish Divergence
2020-05-06 16:01:08+00:00,XMRBTC,4h,Near Horizontal Support
2020-05-06 16:00:49+00:00,XLMBTC,1h,Near Horizontal Support
2020-05-06 16:00:41+00:00,XTZBTC,15m,RSI Bullish Divergence
2020-05-06 16:00:41+00:00,XLMBTC,15m,RSI Bullish Divergence
2020-05-06 15:45:31+00:00,OGNBTC,15m,RSI Bullish Divergence
2020-05-06 15:45:31+00:00,BATBTC,15m,RSI Bullish Divergence
2020-05-06 15:45:31+00:00,NEOBTC,15m,Near Horizontal Support
2020-05-06 15:30:30+00:00,INSBTC,15m,RSI Bullish Divergence
2020-05-06 15:30:30+00:00,ETCBTC,15m,RSI Bullish Divergence
2020-05-06 15:30:30+00:00,WTCBTC,15m,RSI Bullish Divergence
2020-05-06 15:15:27+00:00,LINKBTC,15m,RSI Bullish Divergence
2020-05-06 15:15:27+00:00,LTCBTC,15m,RSI Bullish Divergence
2020-05-06 15:15:27+00:00,BCHBTC,15m,RSI Bullish Divergence
2020-05-06 15:00:32+00:00,MCOBTC,1h,Bullish Engulfing + RSI was Oversold
2020-05-06 13:00:43+00:00,WTCBTC,1h,Near Horizontal Support
2020-05-06 13:00:43+00:00,ZECBTC,1h,Bullish Engulfing + RSI was Oversold
2020-05-06 13:00:43+00:00,KNCBTC,1h,Bullish Engulfing + RSI was Oversold
2020-05-06 13:00:43+00:00,LINKBTC,1h,Hammer + RSI was Oversold
2020-05-06 13:00:43+00:00,ALGOBTC,1h,Hammer + RSI was Oversold
2020-05-06 13:00:43+00:00,LENDBTC,1h,0.618 Fibonacci retracement
2020-05-06 13:00:28+00:00,XTZBTC,15m,RSI Extremely Oversold
2020-05-06 12:30:26+00:00,ATOMBTC,15m,RSI Extremely Oversold
2020-05-06 12:01:15+00:00,ETCBTC,15m,Near Horizontal Support
2020-05-06 12:01:15+00:00,THETABTC,15m,RSI Extremely Oversold
2020-05-06 12:01:15+00:00,BATBTC,15m,RSI Extremely Oversold
2020-05-06 12:01:15+00:00,RDNBTC,15m,RSI Extremely Oversold
2020-05-06 12:01:15+00:00,AIONBTC,15m,Near Horizontal Support
2020-05-06 12:01:15+00:00,WTCBTC,15m,Near Horizontal Support
2020-05-06 12:01:15+00:00,XMRBTC,15m,Near Horizontal Support
2020-05-06 12:01:01+00:00,MCOBTC,4h,RSI Bullish Divergence
2020-05-06 12:01:01+00:00,ETHBTC,4h,RSI Bullish Divergence
2020-05-06 12:01:01+00:00,XTZBTC,4h,RSI Bullish Divergence
2020-05-06 12:01:01+00:00,XMRBTC,4h,RSI Bullish Divergence
2020-05-06 12:01:01+00:00,OGNBTC,4h,RSI Extremely Oversold
2020-05-06 12:01:01+00:00,WABIBTC,4h,RSI Extremely Oversold
2020-05-06 12:01:01+00:00,ZECBTC,4h,Near Horizontal Support
2020-05-06 12:01:01+00:00,BNBBTC,4h,Near Horizontal Support
